stdio    D         file_stdio.c:109  file_stdio_fopen                 [   0.00000] opening D:\School\Info\sokoban\src\Debug\allegro5.cfg r
dtor     D               dtor.c:196  _al_register_destructor          [   1.05871] added dtor for sub_bitmap 0425A7A0, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.05877] added dtor for sub_bitmap 0425A918, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.05883] added dtor for sub_bitmap 0425AA90, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.05889] added dtor for sub_bitmap 0425AC08, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.05895] added dtor for sub_bitmap 0425AD80, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.05901] added dtor for sub_bitmap 0425AEF8, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.05908] added dtor for sub_bitmap 0425B070, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.05915] added dtor for sub_bitmap 0425B1E8, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.05921] added dtor for sub_bitmap 0425B360, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.05927] added dtor for sub_bitmap 0425B4D8, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.05937] added dtor for sub_bitmap 0425B650, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.05943] added dtor for sub_bitmap 0425B7C8, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.05950] added dtor for sub_bitmap 0425B940, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.05956] added dtor for sub_bitmap 0425BAB8, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.05962] added dtor for sub_bitmap 0425BC30, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.05968] added dtor for sub_bitmap 0425BDA8, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.05974] added dtor for sub_bitmap 0425BF20, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.05982] added dtor for sub_bitmap 0425C098, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.05988] added dtor for sub_bitmap 0425C210, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.05994] added dtor for sub_bitmap 0425C388, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06000] added dtor for sub_bitmap 0425C500, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06007] added dtor for sub_bitmap 0425C678, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06013] added dtor for sub_bitmap 0425C7F0, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06020] added dtor for sub_bitmap 0425C968, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06026] added dtor for sub_bitmap 0425CAE0, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06032] added dtor for sub_bitmap 0425CC58, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06054] added dtor for sub_bitmap 0425CDD0, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06061] added dtor for sub_bitmap 0425CF48, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06067] added dtor for sub_bitmap 0425D0C0, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06073] added dtor for sub_bitmap 0425D238, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06080] added dtor for sub_bitmap 0425D3B0, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06086] added dtor for sub_bitmap 0425D528, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06103] added dtor for sub_bitmap 06A30080, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06110] added dtor for sub_bitmap 06A301F8, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06117] added dtor for sub_bitmap 06A30370, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06124] added dtor for sub_bitmap 06A304E8, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06136] added dtor for sub_bitmap 06A30660, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06145] added dtor for sub_bitmap 06A307D8, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06152] added dtor for sub_bitmap 06A30950, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06159] added dtor for sub_bitmap 06A30AC8, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06166] added dtor for sub_bitmap 06A30C40, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06173] added dtor for sub_bitmap 06A30DB8, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06179] added dtor for sub_bitmap 06A30F30, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06185] added dtor for sub_bitmap 06A310A8, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06192] added dtor for sub_bitmap 06A31220, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06198] added dtor for sub_bitmap 06A31398, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06205] added dtor for sub_bitmap 06A31510, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06211] added dtor for sub_bitmap 06A31688, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06218] added dtor for sub_bitmap 06A31800, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06226] added dtor for sub_bitmap 06A31978, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06232] added dtor for sub_bitmap 06A31AF0, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06239] added dtor for sub_bitmap 06A31C68, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06246] added dtor for sub_bitmap 06A31DE0, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06252] added dtor for sub_bitmap 06A31F58, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06258] added dtor for sub_bitmap 06A320D0, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06264] added dtor for sub_bitmap 06A32248, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06271] added dtor for sub_bitmap 06A323C0, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06277] added dtor for sub_bitmap 06A32538, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06283] added dtor for sub_bitmap 06A326B0, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06290] added dtor for sub_bitmap 06A32828, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06296] added dtor for sub_bitmap 06A329A0, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06302] added dtor for sub_bitmap 06A32B18, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06308] added dtor for sub_bitmap 06A32C90, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06315] added dtor for sub_bitmap 06A32E08, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06321] added dtor for sub_bitmap 06A32F80, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06327] added dtor for sub_bitmap 06A330F8, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06334] added dtor for sub_bitmap 06A33270, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06352] added dtor for sub_bitmap 06A333E8, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06362] added dtor for sub_bitmap 06A33560, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06368] added dtor for sub_bitmap 06A336D8, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06376] added dtor for sub_bitmap 06A33850, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06383] added dtor for sub_bitmap 06A339C8, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06390] added dtor for sub_bitmap 06A33B40, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06397] added dtor for sub_bitmap 06A33CB8, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06404] added dtor for sub_bitmap 06A33E30, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06417] added dtor for sub_bitmap 06A34080, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06424] added dtor for sub_bitmap 06A341F8, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06431] added dtor for sub_bitmap 06A34370, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06438] added dtor for sub_bitmap 06A344E8, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06445] added dtor for sub_bitmap 06A34660, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06453] added dtor for sub_bitmap 06A347D8, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06463] added dtor for sub_bitmap 06A34950, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06469] added dtor for sub_bitmap 06A34AC8, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06475] added dtor for sub_bitmap 06A34C40, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06482] added dtor for sub_bitmap 06A34DB8, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06488] added dtor for sub_bitmap 06A34F30, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06496] added dtor for sub_bitmap 06A350A8, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06502] added dtor for sub_bitmap 06A35220, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06509] added dtor for sub_bitmap 06A35398, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06515] added dtor for sub_bitmap 06A35510, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06521] added dtor for sub_bitmap 06A35688, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06528] added dtor for sub_bitmap 06A35800, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06535] added dtor for sub_bitmap 06A35978, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06541] added dtor for sub_bitmap 06A35AF0, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06547] added dtor for sub_bitmap 06A35C68, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06554] added dtor for sub_bitmap 06A35DE0, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06560] added dtor for sub_bitmap 06A35F58, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06568] added dtor for sub_bitmap 06A360D0, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06575] added dtor for sub_bitmap 06A36248, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06582] added dtor for sub_bitmap 06A363C0, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06588] added dtor for sub_bitmap 06A36538, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06595] added dtor for sub_bitmap 06A366B0, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06601] added dtor for sub_bitmap 06A36828, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06611] added dtor for sub_bitmap 06A369A0, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06619] added dtor for sub_bitmap 06A36B18, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06626] added dtor for sub_bitmap 06A36C90, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06632] added dtor for sub_bitmap 06A36E08, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06645] added dtor for sub_bitmap 06A36F80, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06652] added dtor for sub_bitmap 06A370F8, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06658] added dtor for sub_bitmap 06A37270, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06667] added dtor for sub_bitmap 06A373E8, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06674] added dtor for sub_bitmap 06A37560, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06681] added dtor for sub_bitmap 06A376D8, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06691] added dtor for sub_bitmap 06A37850, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06698] added dtor for sub_bitmap 06A379C8, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06705] added dtor for sub_bitmap 06A37B40, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06712] added dtor for sub_bitmap 06A37CB8, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06719] added dtor for sub_bitmap 06A37E30, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06729] added dtor for sub_bitmap 06A3B080, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06736] added dtor for sub_bitmap 06A3B1F8, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06744] added dtor for sub_bitmap 06A3B370, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06781] added dtor for sub_bitmap 06A3B4E8, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06911] added dtor for sub_bitmap 06A3B660, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06921] added dtor for sub_bitmap 06A3B7D8, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06928] added dtor for sub_bitmap 06A3B950, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06935] added dtor for sub_bitmap 06A3BAC8, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06941] added dtor for sub_bitmap 06A3BC40, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06948] added dtor for sub_bitmap 06A3BDB8, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06955] added dtor for sub_bitmap 06A3BF30, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06962] added dtor for sub_bitmap 06A3C0A8, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06969] added dtor for sub_bitmap 06A3C220, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06975] added dtor for sub_bitmap 06A3C398, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06982] added dtor for sub_bitmap 06A3C510, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06989] added dtor for sub_bitmap 06A3C688, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.06996] added dtor for sub_bitmap 06A3C800, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.07002] added dtor for sub_bitmap 06A3C978, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.07008] added dtor for sub_bitmap 06A3CAF0, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.07015] added dtor for sub_bitmap 06A3CC68, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.07021] added dtor for sub_bitmap 06A3CDE0, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.07028] added dtor for sub_bitmap 06A3CF58, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.07035] added dtor for sub_bitmap 06A3D0D0, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.07068] added dtor for sub_bitmap 06A3D248, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.07076] added dtor for sub_bitmap 06A3D3C0, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.07083] added dtor for sub_bitmap 06A3D538, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.07090] added dtor for sub_bitmap 06A3D6B0, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.07098] added dtor for sub_bitmap 06A3D828, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.07104] added dtor for sub_bitmap 06A3D9A0, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.07111] added dtor for sub_bitmap 06A3DB18, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.07117] added dtor for sub_bitmap 06A3DC90, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.07123] added dtor for sub_bitmap 06A3DE08, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.07130] added dtor for sub_bitmap 06A3DF80, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.07137] added dtor for sub_bitmap 06A3E0F8, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.07143] added dtor for sub_bitmap 06A3E270, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.07150] added dtor for sub_bitmap 06A3E3E8, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.07156] added dtor for sub_bitmap 06A3E560, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.07163] added dtor for sub_bitmap 06A3E6D8, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.07169] added dtor for sub_bitmap 06A3E850, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.07175] added dtor for sub_bitmap 06A3E9C8, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.07182] added dtor for sub_bitmap 06A3EB40, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.07189] added dtor for sub_bitmap 06A3ECB8, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.07196] added dtor for sub_bitmap 06A3EE30, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.07205] added dtor for sub_bitmap 06A3F080, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.07211] added dtor for sub_bitmap 06A3F1F8, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.07218] added dtor for sub_bitmap 06A3F370, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.07224] added dtor for sub_bitmap 06A3F4E8, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.07231] added dtor for sub_bitmap 06A3F660, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.07238] added dtor for sub_bitmap 06A3F7D8, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.07244] added dtor for sub_bitmap 06A3F950, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.07251] added dtor for sub_bitmap 06A3FAC8, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.07257] added dtor for sub_bitmap 06A3FC40, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.07264] added dtor for sub_bitmap 06A3FDB8, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.07270] added dtor for sub_bitmap 06A3FF30, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.07277] added dtor for sub_bitmap 06A400A8, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.07283] added dtor for sub_bitmap 06A40220, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.07290] added dtor for sub_bitmap 06A40398, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.07296] added dtor for sub_bitmap 06A40510, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.07304] added dtor for sub_bitmap 06A40688, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.07313] added dtor for sub_bitmap 06A40800, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.07320] added dtor for sub_bitmap 06A40978, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.07326] added dtor for sub_bitmap 06A40AF0, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.07334] added dtor for sub_bitmap 06A40C68, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.07341] added dtor for sub_bitmap 06A40DE0, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.07348] added dtor for sub_bitmap 06A40F58, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.07355] added dtor for sub_bitmap 06A410D0, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.07362] added dtor for sub_bitmap 06A41248, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.07368] added dtor for sub_bitmap 06A413C0, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.07375] added dtor for sub_bitmap 06A41538, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.07381] added dtor for sub_bitmap 06A416B0, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.07388] added dtor for sub_bitmap 06A41828, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.07395] added dtor for sub_bitmap 06A419A0, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.07402] added dtor for sub_bitmap 06A41B18, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.07408] added dtor for sub_bitmap 06A41C90, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.07415] added dtor for sub_bitmap 06A41E08, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.07421] added dtor for sub_bitmap 06A41F80, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.07428] added dtor for sub_bitmap 06A420F8, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.07434] added dtor for sub_bitmap 06A42270, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.07441] added dtor for sub_bitmap 06A423E8, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.07447] added dtor for sub_bitmap 06A42560, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.07454] added dtor for sub_bitmap 06A426D8, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.07460] added dtor for sub_bitmap 06A42850, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.07467] added dtor for sub_bitmap 06A429C8, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.07473] added dtor for sub_bitmap 06A42B40, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.07480] added dtor for sub_bitmap 06A42CB8, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.07487] added dtor for sub_bitmap 06A42E30, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.07495] added dtor for sub_bitmap 06A46CD8, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.07502] added dtor for sub_bitmap 06A46E50, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.07509] added dtor for sub_bitmap 06A46FC8, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.07515] added dtor for sub_bitmap 06A47140, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   1.07522] added dtor for sub_bitmap 06A472B8, func 6C3B222A
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.07531] removed dtor for bitmap 002639C0
dtor     D               dtor.c:196  _al_register_destructor          [   1.07540] added dtor for font 02902C90, func 6CDD105A
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.07545] removed dtor for bitmap 00263848
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.08522] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.08532] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.08649] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.08657] _al_d3d_sync_bitmap (video) ref count == 1
stdio    D         file_stdio.c:109  file_stdio_fopen                 [   1.08728] opening btntile.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.08772] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.08777] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.08788] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.08792] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.08796] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.08801] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.08805] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.08809] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.08812] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   1.08817] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   1.08821] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   1.08825] Found a format
d3d      I         d3d_disp.cpp:2378 d3d_create_bitmap                [   1.08830] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   1.08920] added dtor for bitmap 00263848, func 6C3B222A
stdio    D         file_stdio.c:109  file_stdio_fopen                 [   1.09902] opening btntile.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.09945] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.09950] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.09954] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.09958] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.09962] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.09965] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.09969] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.09973] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.09977] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   1.09981] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   1.09985] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   1.09990] Found a format
d3d      I         d3d_disp.cpp:2378 d3d_create_bitmap                [   1.09994] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   1.10109] added dtor for bitmap 002639C0, func 6C3B222A
